,text
5317,"['pa', 'float', 'along']"
5318,"['gosh', 'raw', 'suck', 'jeff', 'lose', 'vince', 'john', 'lose', 'even', 'though', 'triple', 'gosh', 'vince', 'make', 'say']"
5319,"['return', 'border', 'bookstore', 'buy', '16', 'book', 'hadnt', 'month', 'two', 'id', 'build', 'quite', 'wish', 'list']"
5320,"['back', '5', 'coffee', 'biscuit', 'back']"
5321,['date']
5322,"['could', 'try', 'buy', 'hummer', 'saturn', 'free']"
5323,"['hey', 'wonder', 'uk', 'release', 'date', 'new', 'album', 'cant', 'buy', 'online', 'itunes']"
5324,"['need', 'sleep', 'lazily', 'wash', 'hair', 'exfoliate', 'facial', 'wash', 'morning', 'start']"
5325,"['cool', 'kid', 'temple', 'find', 'aware', 'really', 'join']"
5326,"['bring', 'tequila']"
5327,"['ergo', 'miserable', 'weather']"
5328,"['show', 'stil', 'shiznit']"
5329,"['soy', 'sauce', 'disappointing', 'completely', 'ruin', 'noodle']"
5330,"['breath', 'angel']"
5331,"['bed', 'round', 'house', 'tomorrow', 'hang']"
5332,"['hurricane', 'blew', 'away', 'long', 'red', 'cape', 'priscilla', 'ahn', 'shes', 'freak', 'amazing']"
5333,"['little', 'town', 'ny', 'call', 'miss', 'city', 'mom', 'make', 'million', 'time', 'well']"
5334,"['newborn', 'town', 'centre', 'block', 'morning', 'thanks', '4', 'way', 'traffic', 'light', 'let', '2', 'stick', '45', 'minute']"
5335,"['listen', 'ukulele', 'orchestra', 'great', 'britain']"
5336,"['3', 'week', 'til', 'hurricane', 'festival']"
5337,"['leave', 'one', 'town', 'florida', 'week']"
5338,"['win', 'yay', 'bae', 'aint']"
5339,"['meet', 'dear', 'change', 'airport', 'fly', 'hair']"
5340,"['concert', 'really', 'important', 'thing', 'cant', 'wait', 'july']"
5341,"['miniature', 'golfing', 'chuck', 'e', 'boy', 'feelin', 'well']"
5342,"['one', 'far', 'rest']"
5343,"['find', 'way', 'home', 'khaki', 'butit', 'defy', 'lane', 'every', 'team', 'need', 'spark']"
5344,"['also', 'trip', 'today', 'stair', 'literally', 'last', 'step', 'totally', 'fell', 'roll', 'back', 'scrap', 'knee']"
5345,"['lem', 'know', 'anything', 'help', 'long']"
5346,"['2', 'week']"
5347,"['ridiculously', 'sick', 'spend', 'last', 'bathroom', 'exam', 'friday']"
5348,"['ill', 'give', 'advice', 'give', 'drink', 'heavily', 'take', 'edge', 'sorry', 'hurt', 'bad']"
5349,"['probably', 'eat', 'banana', 'allergic', 'reaction', 'painful']"
5350,"['really', 'make', 'sense', 'chance', 'meet', 'sir', 'paul', 'mccarthy', 'richard', 'starkly', 'person']"
5351,"['shopping', 'frank', 'chili', 'record', 'kickass', 'new', 'song']"
5352,"['much', 'paint', 'suck']"
5353,"['thanks', 'follow']"
5354,"['fell', 'asleep', 'study', 'last', 'night', 'gon', 'na', 'fail', 'history', 'exam']"
5355,['linda']
5356,['problem']
5357,"['bonfire', 'today', 'dead', 'probably']"
5358,"['proud', 'job', 'apply', 'sunblock', 'constantly', 'patrick', 'barely', 'sunburn', 'boy', 'hair']"
5359,"['crash', 'site', 'surface', 'pray', 'family', 'lose', 'one']"
5360,"['boy', 'would', 'proud']"
5361,"['lay', 'nice', 'tall', 'bed']"
5362,"['look', 'forward', 'watch', 'show', 'grading', 'say', 'tonight']"
5363,"['need', 'number', 'lose', 'phone', 'grandpa', 'car', 'tyler', 'hottie']"
5364,"['lose', 'please', 'help', 'find', 'home']"
5365,"['thanks', 'little', 'better', 'dorm', 'life', 'old', 'really', 'enjoy', 'even', 'sound']"
5366,"['han', 'cutest', 'babe', 'eva', 'shes', 'gal', 'much', 'wat', 'brought', 'together', 'happy', 'babes', 'xoxo']"
5367,"['hey', 'jesse', 'hope', 'great', 'still', 'wait', 'video', 'jerk', 'dance', 'reply', 'back']"
5368,"['try', 'stay', 'inside', 'ill', 'someone', 'mall', 'working', 'far']"
5369,"['still', 'behind', 'google']"
5370,"['17', '12', 'yr', 'engagement', 'partner', 'marry', 'family', 'home', 'boston', 'friday', 'bad', 'recognize', 'va']"
5371,[]
5372,"['article', 'french', 'pic']"
5373,"['feel', 'queasy', 'ugh', 'wheres', 'sleepiness', 'need']"
5374,"['bore', 'ever']"
5375,"['ugh', 'dark', 'circle', 'around', 'eye']"
5376,"['feel', 'blah']"
5377,['upset']
5378,"['school', 'morning']"
5379,"['hate', 'know', 'bad', 'girlfriend', 'man', 'lonely']"
5380,"['could', 'please', 'tell', 'deal', 'mac', 'thanks', 'futon', 'sorry', 'bothering']"
5381,"['world', 'seem', 'well']"
5382,"['sorry', 'cant', 'feel', 'bad', 'horrible', 'sorry']"
5383,"['two', 'pair', 'shoe', 'two', 'top', 'funny', 'always', 'feel', 'need', 'shop', 'yet', 'also', 'feel', 'guilt', 'badly']"
5384,"['lol', 'rock']"
5385,"['hi', 'birthday', 'today', 'would', 'make', 'could', 'reply']"
5386,"['condolence', 'loss']"
5387,"['thanks', 'try', 'app', 'hope', 'find', 'useful']"
5388,"['boyfriend', '2', 'phone']"
5389,"['morning', 'show', 'little', 'sleep', 'red', 'eye', 'look']"
5390,"['beautiful', 'little', 'sad']"
5391,['feel']
5392,"['night', 'soccer', 'game', 'stick', 'sleep', 'uncomfortable', 'bed', 'ever', 'ill', 'never', 'sleep']"
5393,"['madonna', 'minute', 'hell', 'yeah', 'jam']"
5394,"['om', 'worst', 'doggie', 'mom', 'world', 'poor', 'jackson', 'board', 'cry', 'much', '4', 'whole', 'break', 'heart']"
5395,"['know', 'well']"
5396,"['listen', 'hey', 'young', 'world', 'right', 'pretty', 'stuff', 'think', 'kanye', 'really', 'new', 'slick', 'rick']"
5397,"['yay', 'look', 'forward']"
5398,"['foot', 'today', 'payday']"
5399,"['unknown', 'stupid', 'reason', 'reason', 'coz', 'sheep', 'well', 'mate']"
5400,"['yay', 'excited', 'mug', 'let', 'know', 'deets', 'ship', 'info', 'etc', 'intro', 'robot']"
5401,"['om', 'mad', 'cause', 'cast', 'album', 'souse', 'yesterday', 'june', '2', 'store', 'say', 'come', 'july', '7']"
5402,"['buy', 'acrylic', 'brush', 'canvas', 'stuff', 'babe', 'painting', 'shes', 'great', 'artist', 'happy', 'shes', 'wait']"
5403,"['stop', 'makin', 'feel', 'bad', 'bout', 'fun', 'kinda', 'haha']"
5404,"['know', 'say', 'glad', 'mate', 'finally', 'saw', 'light', 'break', 'annoy', 'controlling', 'happy']"
5405,"['excite', 'last', 'weekend', 'excite', 'new', 'job']"
5406,"['pure', 'protein']"
5407,"['sure', 'try', 'power', 'home', 'button', 'trick', 'hope', 'happen']"
5408,"['annoy', 'really', 'happy', 'bollywood', 'strike', 'officially']"
5409,"['check', 'thread', 'everyone', 'want', 'powwow']"
5410,"['mission', 'accomplish', 'time']"
5411,"['finally', 'snicker', 'sonic', 'blast', 'delicious']"
5412,"['sir', 'calming', 'soul']"
5413,"['lol', 'yes', 'come', 'london', 'show', 'server', 'check']"
5414,"['wan', 'na', 'win', 'membership']"
5415,"['morning', 'contact', 'anyone', 'morning', 'sad']"
5416,"['mooch', 'one', 'cat']"
5417,"['know', 'lol']"
5418,"['ahah', '1', 'week', 'birthday', 'june', 'expensive', 'gift', 'amount', 'count', 'hi', 'give']"
5419,"['look', 'absolutely', 'beautiful', 'elegant']"
5420,"['awesome', 'sushi']"
5421,"['switch', 'back', 'win', 'due', 'lack', 'chrome']"
5422,"['version', 'store', 'greg', 'depress', 'ill', 'never', 'nice', 'phone', 'one', 'free']"
5423,"['twitter', 'account', 'suspend', 'weekend', 'coz', 'link', 'site', 'compromise', 'malware', 'back']"
5424,"['cute', 'girl', 'grind', 'unfortunately', 'shes', 'two']"
5425,"['dang', 'lol', 'say', 'ur', 'still']"
5426,"['link', 'gift']"
5427,"['ummm', 'yes', 'please', 'ad', 'actually', 'forget', 'cook', 'rice', 'turn', 'melted', 'black', 'goop', 'oh', 'dear']"
5428,"['oo', 'nice', 'picture', 'try', 'put', 'one', 'thats', 'whatever']"
5429,"['know', 'add', 'pic']"
5430,"['lol', 'theres', 'lot', 'truth', 'lol']"
5431,"['party', 'girl', 'really', 'lol', 'doll']"
5432,"['back', 'night', 'fun', 'sad']"
5433,"['oh', 'tweet', 'picture']"
5434,"['always', 'fun', 'watch', 'link', 'idea', 'tweet', 'ago', 'circle', 'back', 'thou', 'mass', 'new', 'news']"
5435,"['agree', 'thanks', 'emma', 'wayne']"
5436,"['print', 'ship', 'sao', 'paulo', '2', 'ago']"
5437,"['finish', 'make', 'ice', 'cream', 'cake', 'hub', 'kid', 'drool', 'floor', 'cant', 'tomorrow']"
5438,"['see', 'romeo', 'juliet', 'ballet', 'last', 'diner', 'style', 'party', 'happy', 'friday', 'hot', 'one']"
5439,"['sure', 'find', 'june', 'ith', 'internship', '3', 'move', 'midland', 'excite']"
5440,"['eight', 'hope', 'okay', 'see', 'besties', 'upset', 'xoxo']"
5441,"['free', '4', 'long', 'weekend', 'back', '2', 'planning', 'free', 'non', 'le']"
5442,"['ball', 'last', 'night', 'lira', 'cant', 'wait', 'next', 'week', 'perform', 'wit']"
5443,"['read', 'blog', 'miss', 'time']"
5444,"['great', 'idea']"
5445,"['texting', 'phone', 'last', 'two', 'touch', 'screen', 'wack', 'new', 'phone']"
5446,"['bowler', 'sick', 'sick', 'bed', 'maybe', 'entire', 'box', 'twinkie', 'eat', 'laundry']"
5447,"['oh', 'poor', 'thing', 'finger', 'really', 'hurt', 'ill', 'think', 'guy']"
5448,"['make', 'tougher', 'become', 'mobile', 'jungle', 'gym']"
5449,['28']
5450,"['oh', 'thats', 'sound', 'fun', 'awesome', 'although', 'pretty', 'cut', 'coz', 'couldnt', 'photo', 'end']"
5451,"['listen', 'star', 'bryan', 'adam']"
5452,"['quit', 'last', 'one']"
5453,"['cant', 'wait', 'see', 'charlotte', 'kinda', 'really', 'dad', 'right', 'seriously', 'sigh']"
5454,"['rocker', '610', 'fun', 'frolic', 'foolish', 'tad', 'school', 'rock', 'song', 'amateurish', 'yet', 'enjoyable', 'movie']"
5455,"['proud', 'enough', 'publicly', 'admit', 'truth', 'home', 'wife', 'first', 'shout']"
5456,"['smile', 'screen', 'hour']"
5457,['headache']
5458,"['tucson', 'night', 'tomorrow', 'let', 'chill']"
5459,"['ugh', 'make', 'sad', 'kristin']"
5460,"['thats', 'exactly', 'though']"
5461,"['hey', 'guy', 'bad', 'today']"
5462,"['round', 'outlaw', 'sunday', 'tea']"
5463,"['kinda', 'miss', 'maybe', 'fly', 'back', 'baby', 'fat', 'tuesday', 'oh', 'bow']"
5464,"['stay', 'pox', 'guest', 'house', 'fabulous', 'share', 'accommodation', 'independent', 'traveler', 'portland']"
5465,"['om', 'nite', 'bed']"
5466,"['spent', 'time', 'anna', 'awesome', 'beautiful', 'cute']"
5467,"['kinda', 'miss']"
5468,"['fuck', 'usual', 'one', 'around', 'need']"
5469,"['outside', 'om', 'beautiful', 'wish', 'could', 'send']"
5470,"['nugget', 'wisdom', 'money', 'folly', 'find', 'meaningful', 'time', 'spent']"
5471,"['wear', 'yet', 'another', 'softball', 'game', 'time', 'start', 'write']"
5472,"['time', 'eric', 'turn', 'ringer', 'brady', 'lay', 'cell', 'service', 'either']"
5473,"['daresay', 'aint', 'shannon', 'lot', 'sad', 'news', 'today', 'condolence']"
5474,"['congrats', 'happy', 'cant', 'wait', 'start', 'street', 'team']"
5475,"['prom', 'start']"
5476,"['well', 'time', 'bed', 'ta', 'early', 'tomorrow']"
5477,"['sick', 'tired', 'lame', 'life']"
5478,"['perfect', 'saturday', 'song', 'verb']"
5479,"['yeah', 'think', 'die', 'car', 'crash', 'somethin']"
5480,"['well', 'woman', 'always', 'right', 'definitely', 'applies']"
5481,"['arent', 'island', 'poster', 'child', 'learn', 'game', 'island', 'nanimo', 'kid']"
5482,"['whats', 'sweetie', 'sound']"
5483,['tweet']
5484,"['hey', 'thanks', 'follow', 'ive', 'see', 'tweet', 'agree', 'fly', 'fly', 'fan', 'rock', 'whats']"
5485,"['yeah', 'happen', 'everyone', 'live', 'learn']"
5486,"['dunno', 'havent', 'memorize', 'master', 'favorite', 'dialogue', 'yet']"
5487,"['om', 'hang', 'today', 'jealous']"
5488,"['still', 'colour', 'voting', 'null', '11000', '5000']"
5489,"['geo', 'piss']"
5490,"['never', 'ever', 'forgive', 'mark', 'hughes', 'never', 'use', 'worship', 'sparky']"
5491,"['4', 'close']"
5492,"['back', 'sofa', 'junkie', 'morning', 'appetizer', 'pretending', 'clever']"
5493,"['oh', 'miley', 'amazing', 'pretty', 'cant', 'wait', 'see', 'brazil', 'please', 'come', 'soon', 'possible']"
5494,"['force', 'inopportune', 'moment', 'wan', 'na', 'life', 'even', 'make', '40', 'week']"
5495,"['ah', 'yeah', 'weve', 'gizmo', 'treat', 'great', 'speed', 'past', 'queue', 'peace']"
5496,"['lol', 'nice', 'knee', 'itch', 'sting']"
5497,"['car', 'still', 'actually', 'scared', 'drive', 'stop']"
5498,"['graduation', 'tomorrow', 'rehearsal', 'fun']"
5499,"['lizzie', 'dad', 'truck', 'blare', 'lady', 'gaga', 'subwoofer', 'fun']"
5500,"['book', 'end', 'sad', 'never', 'think', 'end']"
5501,"['cap', 'mag', 'drop', 'door', 'morning', 'nice', 'cover', 'simple', 'cool']"
5502,"['pluto', 'miss', 'mommy']"
5503,"['mom', 'call', 'whale', 'diet', 'anyone', 'wan', 'na', 'fuck']"
5504,"['okay', 'already', 'check']"
5505,"['nope', 'still']"
5506,"['well', 'thanks', 'wish', 'would', 'cool', 'wee', 'bit', 'side', 'town']"
5507,"['find', 'website', 'find']"
5508,"['ever', 'feel', 'world', 'cave', 'youve', 'connection', 'issue', 'thats', 'way', 'feel', 'right']"
5509,"['well', 'kind', 'convince', 'bos', 'let', 'hire', 'someone', 'help', 'life', 'pretty', 'quiet', 'actually']"
5510,"['find', 'open', 'social', 'home', 'one', 'later', 'could']"
5511,"['15', 'rest', 'room', 'charge', 'phone', 'suck', 'today', 'suck']"
5512,"['da', 'ignore', 'angie', 'hope']"
5513,"['actually', 'feminine', 'geeky', 'haha', 'clothe', 'something', 'tech', 'business', 'plan']"
5514,"['middle', 'class', 'sleep', '3', 'hour', 'last', 'night', 'tired', 'project', 'yay']"
5515,"['ta', 'peg', 'wash', 'ah', 'well', 'nothing', 'else', 'today', 'anyway']"
5516,"['aww', 'poor', 'eleanor', 'hopefully', 'janet', 'remember', 'buried', 'site']"
5517,"['home', 'take', 'care', 'ian', 'feel', 'well']"
5518,"['see', 'ten', 'extra']"
5519,"['share', 'two', 'sec', 'still', 'wait', 'burbank']"
5520,"['blame', 'start']"
5521,"['study', '5', 'half', 'hour', 'still', '23', 'way', 'look', 'late', 'night']"
5522,"['make', 'breakfast', 'bacon', 'egg', 'home', 'fry', 'coffee', 'wish', 'share', 'know']"
5523,"['admin', 'assistant', 'try', 'qualify', 'youth', 'allowance', 'plan', 'africa', 'oct', 'cheer']"
5524,"['ahah', 'look', 'really', 'nice']"
5525,"['om', 'know', 'tween', 'cant', 'wait']"
5526,"['phillies', 'game', 'tonight', 'senior']"
5527,"['course', 'easy', 'easy', 'shred', 'zucchini', 'favorite', 'cheddar', 'layer', 'season', 'taste', 'bake']"
5528,"['wish', 'real', 'people', 'would', 'follow', 'every', 'time', 'see', 'new', 'follower', 'stupid', 'porn', 'bot', 'someone', 'try', 'sell', 'laptop']"
5529,"['dedicate', 'song', 'vow', 'sell']"
5530,"['haha', 'om', 'say', 'take', 'picture', 'still', 'want', 'monkey', 'leash', 'baby', 'behind']"
5531,"['yawn', 'sleepover', 'friend', 'last', 'night', 'gon', 'na', 'another', 'tonight', 'friend', 'cancel', 'shes', 'sick']"
5532,"['school', 'today', 'urge', 'test', 'awesome', 'music', 'store', 'might', 'cheer']"
5533,['maybe']
5534,"['felt', 'shit', 'morning', 'stay', 'home', 'till', 'one']"
5535,[]
5536,"['om', 'tweet', 'grace']"
5537,"['one', 'le', 'thing', 'carry', 'think', 'allergic', 'neck', 'pillow']"
5538,"['chuff', 'bloody', 'rent', 'boy', '21', 'frank', 'bloody', 'error']"
5539,['hey']
5540,"['mum', 'shop', 'ive', 'say', 'share', 'everything', 'shame', 'different', 'size']"
5541,"['pretty', 'thanks', 'half', 'nutso', 'name', 'think', 'forget']"
5542,"['quote', 'acceptance', 'keep', 'tell', 'people', 'try', 'understand', 'accept', 'listen']"
5543,"[""yesterday's"", 'fantastic', 'thanx', 'universe', 'smile']"
5544,"['think', 'nail', 'beyond', 'repair']"
5545,"['thats', 'want', 'anymore', 'turkey', 'sausage', 'want']"
5546,"['another', 'havent', 'win', 'lottery']"
5547,"['harvard', 'ave', 'see', '2', 'min']"
5548,"['even', 'know', 'respond']"
5549,"['want', 'twitter', 'friend', 'maybe', 'add', 'miley', 'cyrus', 'ill', 'gain', '1000000', 'new', 'follower']"
5550,['sorry']
5551,"['miss', 'sure', 'theyll', 'prob', 'show', 'award', 'show', 'later', 'mom', 'zack', 'another', 'hottie', 'boy', 'need', 'boyfriend']"
5552,"['kid', 'girly', 'movie', 'pizza', 'bed', 'morning', 'part', 'complete', 'breakfast']"
5553,"['morning', 'wear', 'silk', 'please']"
5554,"['jonas', 'brother']"
5555,"['continue', 'study', 'already', 'half', 'way', 'thou', 'damn', 'difficult', 'pass']"
5556,"['sorry', 'make']"
5557,"['tit', 'open', 'book', 'exam', 'though', 'annotate', 'worried', 'philosophy']"
5558,"['hi', 'sweet', 'pea', 'hows', 'favourite', 'chicken', 'girl']"
5559,"['factory', 'arent', 'bad']"
5560,"['watch', 'original', 'sabrina', 'teenage', 'witch', 'movie', 'different', 'series', 'rad']"
5561,"['maybe', 'watch', 'wrong', 'series', 'promise', 'red', 'shirt', 'thing', 'true', 'one', 'maybe', 'certain']"
5562,"['watch', 'concert', 'experience', 'many', 'scene', 'cut', 'one', 'watch', 'extended', 'version', 'ad']"
5563,"['sore', 'throat']"
5564,[]
5565,"['watch', 'video', 'yesterday', 'joe', 'aka', 'egress', 'enrique', 'soooo', 'dang', 'funny']"
5566,"['sad', 'lose', 'soccer', 'semi', 'tonight', 'maybe', 'tomorrow', 'thus', 'well']"
5567,"['hey', 'jack', 'line']"
5568,"['eye', 'feel', 'fire']"
5569,"['allow', '2', '2', 'movie', 'cuz', 'iv', 'ta', 'babysit', 'little', 'brother']"
5570,['sadly']
5571,['cant']
5572,"['city', 'along', 'joe', 'fuck', 'jonas']"
5573,"['saw', 'video', 'zachary', 'quint', 'make', 'little', 'upset']"
5574,['know']
5575,"['california', 'anyone', 'wan', 'na', 'let', 'stay', 'little', 'bit', 'need', 'outta']"
5576,"['build', 'box', 'oven', 'listening', 'frank', 'kappa', 'lil', 'stevie', 'vai']"
5577,"['haha', 'yeah', 'although', 'end', 'sad']"
5578,"['zoo', 'amaze', 'minus', 'giraffe', 'barn', 'couldnt', 'fee']"
5579,"['fake', 'weed', 'cake']"
5580,"['mean', 'break', 'mean', 'honestly']"
5581,"['wake', '5', 'decide', 'need', 'shower', 'twice', 'eight', 'hour', 'time', 'frame', 'back', 'sleep', 'morning']"
5582,"['anyone', 'know', 'warm', 'stylus', 'interchangeable', 'tablet', 'grip', 'graphite', 'saggy']"
5583,"['spell', 'couture', 'wrong']"
5584,"['well', 'jeep', 'ready', 'yet', 'hopefully', 'end', 'reschedule', 'meeting', 'today', 'wish', 'luck']"
5585,"['damn', 'people', 'fill', 'racial', 'stereotype', 'asian', 'blinker']"
5586,"['bone', 'ache', 'time', 'order', 'print', 'tutu', 'make', 'morning']"
5587,"['family', 'familia', 'one', 'also', 'agree', 'eh']"
5588,"['feel', 'much', 'time', 'hand', 'facebook', 'bad', 'combo', 'enough', 'searching', 'find', 'thing', 'really', 'want', 'know']"
5589,"['sad', 'gas', 'station', 'french', 'vanilla', 'cappuccino']"
5590,"['aww', 'soo', 'unfair', 'everyone', 'school', 'cold']"
5591,"['morning', 'feel', 'great', 'must', 'eat', 'something', 'holy', 'crap', 'hungry', 'think', 'omelette', 'call', 'name']"
5592,"['look', 'shes', 'never', 'vacation']"
5593,"['hello', 'wow', 'sunny', 'luv']"
5594,"['worry', 'want', 'hope']"
5595,"['hi', 'interested', 'one']"
5596,"['die', 'baron', 'right', 'om', 'om', 'om', 'think', 'lick']"
5597,"['father', 'son', 'comedy', 'dance', 'act', 'duo', 'funny', 'youtube']"
5598,"['rock', 'swollen', 'haha']"
5599,"['hello', 'uk', 'ex', 'well', 'actually', 'probably', 'even', 'yet', 'plane']"
5600,"['demi', 'wait', 'new', 'album', 'come', 'back', 'uk', 'soon', 'want', 'able', 'see']"
5601,"['tear', 'many', 'memory', 'pass', '92', 'one', 'senior', 'exam', 'crawfish', 'boil']"
5602,"['totally', 'exhaust', 'night', 'last', 'night']"
5603,"['tired', 'wan', 'na', 'sleep', 'wif', 'thank', 'god', 'family', 'guy']"
5604,"['sleep', 'time']"
5605,"['ya', 'suck', 'cant']"
5606,"['whole', 'cant', 'wait', 'till', 'friday', 'though']"
5607,[]
5608,"['thanks', 'retweet']"
5609,"['hehe', 'well', 'smoke', 'machine', 'moan', 'group', 'fellow', 'blast']"
5610,"['ruler', 'household', 'bestest', 'friend', 'whole', 'wide', 'world']"
5611,"['see', 'second', 'part']"
5612,"['come', 'pink', 'house']"
5613,"['heres', 'ad', 'omega', 'supreme', 'one', 'uk']"
5614,"['well', 'say', 'lovely']"
5615,"['happy', 'thanks', 'great', 'resource']"
5616,['link']
5617,"['god', 'need', 'life', 'new', 'low', 'add', 'twitter', 'endless', 'list', 'way', 'avoid']"
5618,"['board', 'plane', 'return', 'home']"
5619,"['hey', 'tink', 'monday', 'morning', 'indonesia', 'hate', 'weekend', 'end', 'fast']"
5620,"['watch', 'turkish', 'grand', 'prix', 'revise', 'physic', 'lol']"
5621,"['ipod', 'wont', 'download', 'update', 'pocket', 'god', 'aka', 'best', 'app', 'ever']"
5622,"['cat', 'clean', 'hope', 'ex']"
5623,"['think', 'else', 'fee', 'want', 'video', 'projectile', 'vomit']"
5624,['miss']
5625,"['bastard', 'want', 'see', 'tonight', 'final', 'tomorrow']"
5626,"['havent', 'see', 'thati', 'need', 'think', 'hear', 'rumour', 'make', 'anchorman', 'two', 'guess']"
5627,"['bed', 'tomorrow', 'long', 'one', 'feel', 'already']"
5628,"['mean', 'sheppard', 'send']"
5629,[]
5630,"['oh', 'star', 'war', 'fan', 'kind', 'faux', 'pa']"
5631,"['callyou', 'see', 'gettin', 'feather', 'message', 'kay']"
5632,"['touch', 'base']"
5633,"['marcel', 'sick', 'feel', 'bad', 'hate', 'feeling', 'helpless', 'come', 'make', 'andrew', 'feel', 'well']"
5634,"['today', 'want', 'fun', 'someone', 'put', 'smile', 'face']"
5635,"['leather', 'shoe', 'bag', 'hard', 'resist']"
5636,"['never', 'drive', 'faster', 'guardian', 'angel', 'fly']"
5637,"['ive', 'green', 'still', 'wont', 'start']"
5638,"['mom', 'know', 'dad', 'ill', 'see', 'today', 'soo', 'warm', 'jonas', 'time']"
5639,"['first', 'person', 'follow', 'bow', 'stalker', 'fan', 'year']"
5640,"['sun', 'power']"
5641,"['crash', 'realization', 'actually', 'trim', 'much', 'grab', 'fat', 'jean', 'mistake']"
5642,"['ur', 'si', 'really', 'talented', 'fam', 'ur', 'music', 'keep', 'girl', 'xoxo']"
5643,"['yume', 'support', 'interface', 'class', 'description', 'time', 'cant', 'far']"
5644,['fantastic']
5645,"['say', 'hut', 'say', 'say', 'hut', 'mess', 'ya', 'luv']"
5646,"['shes', 'beautiful', 'share', 'cupcake', 'could', 'girl', 'ask']"
5647,"['true', 'statement']"
5648,"['stay', 'house', 'plus', 'put', 'washer', 'dryer']"
5649,"['phone', 'officially', 'die', 'send', 'number', 'via', 'email']"
5650,['online']
5651,"['whistle', 'think', 'session', 'fun', 'mine']"
5652,"['lose', 'ipod', 'touch', 'die', 'shawn', 'hair', 'blue', 'movie', 'shawn', 'logan']"
5653,"['shush', 'want', 'mine']"
5654,"['chin', 'hurt', 'dunno']"
5655,"['hi', 'asexual', 'est', 'twitter', 'tram', '2', 'train', 'feeling', 'pretty', 'nervous', 'right', 'week']"
5656,['mean']
5657,"['pack', 'friday', 'night']"
5658,"['smoke', 'someone', 'ply']"
5659,"['bright', 'sunny', 'warm', 'outside', 'could', 'da', 'beach', 'da', 'lake', 'anywhere', 'outside', 'noogies', '2']"
5660,"['sorry', 'take', 'back', 'kid']"
5661,"['passion', 'pit', 'probably', 'favorite', 'band', 'moment', 'hope', 'replacement', 'facebook', 'start', 'miss', 'already']"
5662,[]
5663,"['mar', 'bass']"
5664,"['hard', 'oh', 'well', 'dna', 'hera', 'kala', 'math', 'ans', '26', 'que', 'hahaha', 'urge']"
5665,"['bout', 'eat', 'waffle']"
5666,"['try', 'callin', 'back', 'lil', 'bit', 'knock', 'lola', 'miss', 'show', 'night', 'call', 'biatch']"
5667,"['well', 'outgo', 'say', 'baby', 'leave']"
5668,"['tip', 'take', 'job', 'involve', 'weed', 'eat', 'dog', 'kennel', 'yuck', 'wet', 'dog', 'poo', 'face']"
5669,"['mad', 'pop', 'pimple', 'right', 'lip', 'bleeding', 'fugly']"
5670,"['want', 'grow']"
5671,"['save', 'crib', 'fairly']"
5672,"['come', 'back', 'lunch', 'civic', 'mac', 'eve', 'fillet', 'share', 'si', 'blue', 'cup', 'walk', 'abit', 'cop']"
5673,"['feel', 'piss', 'self', '4', 'happen', 'today']"
5674,"['2', 'check', 'later', 'cuz', '2', 'update', 'internet', 'cuz', 'cant', 'bulletin', 'lol']"
5675,"['think', 'crack']"
5676,"['ok', 'finish', 'real']"
5677,"['mean', 'imagination', 'deep', 'still', 'optimist']"
5678,"['wish', 'would', 'follow']"
5679,"['miss', 'already', 'wont', 'sleep', 'tonight', 'know']"
5680,"['dear', 'lord', 'hurt', 'lay']"
5681,"['sort', 'problem', 'extra', 'fiver']"
5682,"['crappy', 'want', 'cry']"
5683,"['another', 'mom', 'morning', 'need', 'find', 'time', 'write', 'today', 'gon', 'na', 'tough', 'though', 'tomorrow', 'holiday', 'world']"
5684,"['nothing', 'tonight', 'nobody', 'ever', 'anything', 'night']"
5685,"['darn', 'still', 'asleep', 'right']"
5686,"['watch', 'miley', 'mandy', 'show', 'ever']"
5687,"['oh', 'blanca', 'stay', 'somewhere', 'many', 'predator', 'type', 'wood', 'man']"
5688,"['awesome', 'weve', 'dodgy', 'garage', 'record', 'fu', 'fan', 'page', 'know', 'think']"
5689,"['hahaha', 'angels', 'funny', 'one', 'ta', 'next', 'time', 'see', 'tell', 'channel', 'say', 'hey', 'shell', 'kno', 'mean']"
5690,"['amazing', 'race', 'think', 'want', 'try', 'sure', 'better']"
5691,"['wednesday', 'ill', 'mark', 'make', 'plan']"
5692,"['wish', 'ill', 'wake', 'sunshine', 'tomorrow', 'look', 'promising']"
5693,"['better', 'nothing', 'france', 'movie', 'price']"
5694,"['well', '7', 'bad', 'still', 'three', 'hour', 'wait', 'la', 'suspense']"
5695,"['song', 'wait', 'start', 'head', 'almost', 'visit']"
5696,['ok']
5697,"['give', 'breakfast', 'idea', 'completely', 'stumped']"
5698,"['someone', 'leave', 'comment', 'blog', 'crochet', 'away', 'bunch', 'square', 'thank', 'mwah', 'mwah']"
5699,"['weather', 'morning', 'simply', 'beautiful', 'smell', 'rain']"
5700,"['30', 'min', 'realize', 'shape', 'take', 'est', 'cigarette', 'break', 'thing', 'smoke', 'light']"
5701,"['bored', 'restless', 'cant', 'back', 'sleep', 'even', 'though', '5', 'hour', 'sleep', 'last', 'night']"
5702,"['wish', 'could', 'call', 'slept', '12', 'still', 'feel']"
5703,"['bonfire', 'ocean', 'beach', 'friend', 'booze', 'almost', 'fun', 'queefing']"
5704,"['random', 'picture', 'cute', 'poop']"
